통계표,계정코드,통화계약구분코드,단위,가중치,변환,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12
"4.3.1.1. 수출물가지수(기본분류)","총지수","원화기준","2015=100","1000.0","원자료","94.89","98.23","101.78","104.46","106.39","107.40","111.58","113.00","114.38","116.93","115.84","114.43","115.80","118.32","125.60","127.45","131.32","132.61","129.35","127.64","131.24","132.74","125.51","117.83","114.37","115.25","117.79","118.21","116.43","112.70","112.81","117.55","119.62","120.34","116.16","114.95"
"4.3.1.1. 수출물가지수(기본분류)","총지수","계약통화기준","2015=100","1000.0","원자료","96.88","99.14","101.21","104.90","106.41","107.65","109.85","109.78","110.28","111.65","110.70","109.34","109.74","111.75","116.74","117.69","118.09","118.68","113.46","111.09","108.79","107.59","105.97","104.16","104.70","103.71","103.34","102.51","100.50","99.66","100.44","102.35","103.49","102.64","101.89","101.11"
"4.3.1.1. 수출물가지수(기본분류)","총지수","달러기준","2015=100","1000.0","원자료","97.77","99.93","101.77","105.53","107.11","108.31","110.31","110.14","110.61","111.79","110.74","109.33","109.68","111.66","116.36","117.00","116.98","117.43","111.91","109.49","106.66","105.23","104.06","102.80","103.69","102.56","102.02","101.27","99.13","98.30","99.18","100.83","101.76","100.76","100.25","99.70"
"4.3.1.1. 수출물가지수(기본분류)","  농림수산품","원화기준","2015=100","3.6","원자료","107.60","108.84","109.77","110.51","112.82","115.22","127.42","126.80","127.75","127.76","125.50","127.65","129.65","129.28","132.51","133.68","135.96","140.43","141.46","141.33","142.23","138.58","136.75","132.21","129.38","126.76","124.45","123.81","125.04","121.82","121.90","120.51","118.21","117.63","118.51","120.55"
"4.3.1.1. 수출물가지수(기본분류)","  농림수산품","계약통화기준","2015=100","3.6","원자료","105.35","105.85","106.15","108.06","109.98","112.83","122.47","120.24","120.40","120.33","118.71","120.61","121.88","121.24","123.46","125.97","125.76","130.75","130.79","129.64","128.24","123.91","124.94","123.15","122.46","119.12","114.78","113.04","114.73","114.97","115.55","113.17","111.12","109.96","113.14","113.89"
"4.3.1.1. 수출물가지수(기본분류)","  농림수산품","달러기준","2015=100","3.6","원자료","110.87","110.71","109.75","111.65","113.58","116.20","125.95","123.58","123.53","122.14","119.97","121.95","122.80","122.00","122.71","122.66","121.07","124.33","122.36","121.22","115.58","109.84","113.36","115.33","117.30","112.80","107.76","106.07","106.44","106.22","107.15","103.36","100.53","98.48","102.26","104.54"
"4.3.1.1. 수출물가지수(기본분류)","    농림수산품","원화기준","2015=100","3.6","원자료","107.60","108.84","109.77","110.51","112.82","115.22","127.42","126.80","127.75","127.76","125.50","127.65","129.65","129.28","132.51","133.68","135.96","140.43","141.46","141.33","142.23","138.58","136.75","132.21","129.38","126.76","124.45","123.81","125.04","121.82","121.90","120.51","118.21","117.63","118.51","120.55"
"4.3.1.1. 수출물가지수(기본분류)","    농림수산품","계약통화기준","2015=100","3.6","원자료","105.35","105.85","106.15","108.06","109.98","112.83","122.47","120.24","120.40","120.33","118.71","120.61","121.88","121.24","123.46","125.97","125.76","130.75","130.79","129.64","128.24","123.91","124.94","123.15","122.46","119.12","114.78","113.04","114.73","114.97","115.55","113.17","111.12","109.96","113.14","113.89"
"4.3.1.1. 수출물가지수(기본분류)","    농림수산품","달러기준","2015=100","3.6","원자료","110.87","110.71","109.75","111.65","113.58","116.20","125.95","123.58","123.53","122.14","119.97","121.95","122.80","122.00","122.71","122.66","121.07","124.33","122.36","121.22","115.58","109.84","113.36","115.33","117.30","112.80","107.76","106.07","106.44","106.22","107.15","103.36","100.53","98.48","102.26","104.54"
"4.3.1.1. 수출물가지수(기본분류)","      농산물","원화기준","2015=100","0.8","원자료","106.20","107.60","102.77","101.71","102.06","101.88","118.99","103.38","102.79","95.15","82.80","85.20","91.37","89.04","98.51","102.20","105.31","128.53","121.15","109.07","95.50","85.11","89.14","83.08","92.44","77.21","74.92","74.92","77.89","82.21","96.26","93.11","89.36","82.22","102.09","99.83"
"4.3.1.1. 수출물가지수(기본분류)","      농산물","계약통화기준","2015=100","0.8","원자료","109.48","109.50","102.80","102.80","102.80","102.80","117.68","100.80","99.43","91.01","79.20","81.43","86.58","84.06","91.27","93.82","93.82","114.51","107.94","97.17","85.09","75.83","79.42","74.01","82.35","68.78","66.74","66.74","69.38","73.23","85.76","82.94","79.61","73.25","90.94","88.93"
"4.3.1.1. 수출물가지수(기본분류)","      농산물","달러기준","2015=100","0.8","원자료","109.48","109.50","102.80","102.80","102.80","102.80","117.68","100.80","99.43","91.01","79.20","81.43","86.58","84.06","91.27","93.82","93.82","113.84","104.83","93.59","77.64","67.50","73.93","72.51","83.85","68.73","64.91","64.21","66.34","71.72","84.67","79.88","76.04","68.87","88.14","86.61"
"4.3.1.1. 수출물가지수(기본분류)","        채소및과실","원화기준","2015=100","0.8","원자료","106.20","107.60","102.77","101.71","102.06","101.88","118.99","103.38","102.79","95.15","82.80","85.20","91.37","89.04","98.51","102.20","105.31","128.53","121.15","109.07","95.50","85.11","89.14","83.08","92.44","77.21","74.92","74.92","77.89","82.21","96.26","93.11","89.36","82.22","102.09","99.83"
"4.3.1.1. 수출물가지수(기본분류)","        채소및과실","계약통화기준","2015=100","0.8","원자료","109.48","109.50","102.80","102.80","102.80","102.80","117.68","100.80","99.43","91.01","79.20","81.43","86.58","84.06","91.27","93.82","93.82","114.51","107.94","97.17","85.09","75.83","79.42","74.01","82.35","68.78","66.74","66.74","69.38","73.23","85.76","82.94","79.61","73.25","90.94","88.93"
"4.3.1.1. 수출물가지수(기본분류)","        채소및과실","달러기준","2015=100","0.8","원자료","109.48","109.50","102.80","102.80","102.80","102.80","117.68","100.80","99.43","91.01","79.20","81.43","86.58","84.06","91.27","93.82","93.82","113.84","104.83","93.59","77.64","67.50","73.93","72.51","83.85","68.73","64.91","64.21","66.34","71.72","84.67","79.88","76.04","68.87","88.14","86.61"
"4.3.1.1. 수출물가지수(기본분류)","          과실","원화기준","2015=100","0.8","원자료","106.20","107.60","102.77","101.71","102.06","101.88","118.99","103.38","102.79","95.15","82.80","85.20","91.37","89.04","98.51","102.20","105.31","128.53","121.15","109.07","95.50","85.11","89.14","83.08","92.44","77.21","74.92","74.92","77.89","82.21","96.26","93.11","89.36","82.22","102.09","99.83"
"4.3.1.1. 수출물가지수(기본분류)","          과실","계약통화기준","2015=100","0.8","원자료","109.48","109.50","102.80","102.80","102.80","102.80","117.68","100.80","99.43","91.01","79.20","81.43","86.58","84.06","91.27","93.82","93.82","114.51","107.94","97.17","85.09","75.83","79.42","74.01","82.35","68.78","66.74","66.74","69.38","73.23","85.76","82.94","79.61","73.25","90.94","88.93"
"4.3.1.1. 수출물가지수(기본분류)","          과실","달러기준","2015=100","0.8","원자료","109.48","109.50","102.80","102.80","102.80","102.80","117.68","100.80","99.43","91.01","79.20","81.43","86.58","84.06","91.27","93.82","93.82","113.84","104.83","93.59","77.64","67.50","73.93","72.51","83.85","68.73","64.91","64.21","66.34","71.72","84.67","79.88","76.04","68.87","88.14","86.61"
"4.3.1.1. 수출물가지수(기본분류)","      수산물","원화기준","2015=100","2.8","원자료","107.33","108.51","111.39","112.75","115.70","118.97","129.41","133.90","135.38","137.98","139.17","141.22","141.69","142.02","142.96","143.17","145.13","142.75","146.81","151.01","157.15","155.99","152.07","148.14","141.25","142.87","140.56","139.71","140.33","134.61","130.02","129.22","127.40","129.03","123.56","127.03"
"4.3.1.1. 수출물가지수(기본분류)","      수산물","계약통화기준","2015=100","2.8","원자료","103.48","104.14","106.66","109.17","111.69","115.44","123.37","125.81","126.46","129.04","130.68","132.46","132.33","132.37","132.78","135.22","134.94","134.27","136.65","138.94","141.37","138.87","138.96","138.50","134.65","134.95","129.86","127.54","128.87","127.86","124.23","122.03","120.48","121.15","119.19","120.88"
"4.3.1.1. 수출물가지수(기본분류)","      수산물","달러기준","2015=100","2.8","원자료","110.58","110.36","111.36","113.89","116.47","119.97","127.91","130.49","130.88","131.91","133.04","134.91","134.19","134.02","132.36","131.38","129.23","126.37","126.98","129.53","127.71","123.63","126.06","129.22","128.06","127.13","121.70","119.67","119.45","117.37","114.28","110.82","108.35","108.01","106.62","110.13"
"4.3.1.1. 수출물가지수(기본분류)","        신선수산물","원화기준","2015=100","0.6","원자료","122.36","121.21","121.67","123.71","126.01","125.66","127.57","129.19","132.01","134.48","136.10","137.40","139.60","137.56","135.89","131.56","131.26","129.94","132.23","133.73","136.09","135.57","133.65","134.84","131.25","127.49","125.98","127.49","125.36","119.47","115.22","115.14","117.78","131.74","127.76","127.57"
"4.3.1.1. 수출물가지수(기본분류)","        신선수산물","계약통화기준","2015=100","0.6","원자료","110.98","109.86","110.80","113.87","115.70","116.14","116.14","116.01","118.03","121.10","123.05","124.02","125.73","123.76","122.36","121.24","120.46","121.38","123.21","123.38","125.68","124.68","125.11","127.68","125.64","121.47","117.96","118.26","117.35","115.59","112.12","111.36","114.30","127.19","126.36","124.19"
"4.3.1.1. 수출물가지수(기본분류)","        신선수산물","달러기준","2015=100","0.6","원자료","126.18","123.39","121.73","125.07","126.96","126.84","126.19","126.00","127.74","128.67","130.22","131.37","132.33","129.92","125.92","120.82","116.97","115.13","114.46","114.79","110.68","107.54","110.88","117.72","119.09","113.54","109.17","109.30","106.80","104.25","101.37","98.83","100.26","110.37","110.34","110.70"
"4.3.1.1. 수출물가지수(기본분류)","          신선어류","원화기준","2015=100","0.6","원자료","122.36","121.21","121.67","123.71","126.01","125.66","127.57","129.19","132.01","134.48","136.10","137.40","139.60","137.56","135.89","131.56","131.26","129.94","132.23","133.73","136.09","135.57","133.65","134.84","131.25","127.49","125.98","127.49","125.36","119.47","115.22","115.14","117.78","131.74","127.76","127.57"
"4.3.1.1. 수출물가지수(기본분류)","          신선어류","계약통화기준","2015=100","0.6","원자료","110.98","109.86","110.80","113.87","115.70","116.14","116.14","116.01","118.03","121.10","123.05","124.02","125.73","123.76","122.36","121.24","120.46","121.38","123.21","123.38","125.68","124.68","125.11","127.68","125.64","121.47","117.96","118.26","117.35","115.59","112.12","111.36","114.30","127.19","126.36","124.19"
"4.3.1.1. 수출물가지수(기본분류)","          신선어류","달러기준","2015=100","0.6","원자료","126.18","123.39","121.73","125.07","126.96","126.84","126.19","126.00","127.74","128.67","130.22","131.37","132.33","129.92","125.92","120.82","116.97","115.13","114.46","114.79","110.68","107.54","110.88","117.72","119.09","113.54","109.17","109.30","106.80","104.25","101.37","98.83","100.26","110.37","110.34","110.70"
"4.3.1.1. 수출물가지수(기본분류)","        냉동건조수산물","원화기준","2015=100","2.2","원자료","103.00","104.86","108.46","109.62","112.76","117.10","130.05","135.39","136.46","139.12","140.18","142.45","142.42","143.45","145.13","146.67","149.29","146.58","151.17","156.15","163.39","162.05","157.54","152.12","144.35","147.36","144.83","143.37","144.73","139.02","134.32","133.33","130.35","128.77","122.90","127.32"
"4.3.1.1. 수출물가지수(기본분류)","        냉동건조수산물","계약통화기준","2015=100","2.2","원자료","100.40","101.60","104.60","106.93","109.65","114.41","124.79","128.01","128.23","130.65","132.18","134.20","133.50","134.16","135.11","138.62","138.49","137.35","139.88","142.80","145.26","142.32","142.31","140.92","136.62","138.06","132.58","129.60","131.49","130.68","127.03","124.46","121.75","119.32","117.08","119.75"
"4.3.1.1. 수출물가지수(기본분류)","        냉동건조수산물","달러기준","2015=100","2.2","원자료","106.09","106.63","108.40","110.71","113.48","118.05","128.51","131.91","131.91","132.96","133.97","136.05","134.85","135.32","134.34","134.54","132.89","129.74","130.72","133.90","132.74","128.40","130.57","132.66","130.83","131.09","125.38","122.78","123.16","121.18","118.04","114.33","110.84","107.77","106.02","110.37"
"4.3.1.1. 수출물가지수(기본분류)","          냉동수산물","원화기준","2015=100","2.2","원자료","103.00","104.86","108.46","109.62","112.76","117.10","130.05","135.39","136.46","139.12","140.18","142.45","142.42","143.45","145.13","146.67","149.29","146.58","151.17","156.15","163.39","162.05","157.54","152.12","144.35","147.36","144.83","143.37","144.73","139.02","134.32","133.33","130.35","128.77","122.90","127.32"
"4.3.1.1. 수출물가지수(기본분류)","          냉동수산물","계약통화기준","2015=100","2.2","원자료","100.40","101.60","104.60","106.93","109.65","114.41","124.79","128.01","128.23","130.65","132.18","134.20","133.50","134.16","135.11","138.62","138.49","137.35","139.88","142.80","145.26","142.32","142.31","140.92","136.62","138.06","132.58","129.60","131.49","130.68","127.03","124.46","121.75","119.32","117.08","119.75"
"4.3.1.1. 수출물가지수(기본분류)","          냉동수산물","달러기준","2015=100","2.2","원자료","106.09","106.63","108.40","110.71","113.48","118.05","128.51","131.91","131.91","132.96","133.97","136.05","134.85","135.32","134.34","134.54","132.89","129.74","130.72","133.90","132.74","128.40","130.57","132.66","130.83","131.09","125.38","122.78","123.16","121.18","118.04","114.33","110.84","107.77","106.02","110.37"
"4.3.1.1. 수출물가지수(기본분류)","  공산품","원화기준","2015=100","996.4","원자료","94.84","98.19","101.74","104.43","106.35","107.37","111.52","112.95","114.32","116.87","115.79","114.38","115.75","118.28","125.57","127.43","131.30","132.58","129.30","127.58","131.19","132.72","125.46","117.78","114.31","115.21","117.77","118.18","116.40","112.68","112.79","117.53","119.63","120.35","116.15","114.93"
"4.3.1.1. 수출물가지수(기본분류)","  공산품","계약통화기준","2015=100","996.4","원자료","96.85","99.11","101.19","104.89","106.39","107.63","109.80","109.74","110.25","111.62","110.66","109.30","109.69","111.72","116.72","117.66","118.05","118.63","113.40","111.03","108.72","107.53","105.90","104.10","104.65","103.66","103.30","102.49","100.46","99.61","100.39","102.31","103.46","102.62","101.85","101.07"
"4.3.1.1. 수출물가지수(기본분류)","  공산품","달러기준","2015=100","996.4","원자료","97.71","99.87","101.72","105.49","107.07","108.27","110.24","110.07","110.53","111.73","110.69","109.27","109.62","111.61","116.33","116.96","116.95","117.39","111.85","109.44","106.61","105.19","104.01","102.75","103.64","102.52","102.00","101.24","99.10","98.26","99.15","100.81","101.75","100.76","100.23","99.67"
"4.3.1.1. 수출물가지수(기본분류)","    음식료품","원화기준","2015=100","13.1","원자료","98.81","100.12","101.74","100.61","101.42","101.43","103.47","104.75","105.68","106.45","106.58","106.93","108.99","109.56","111.29","112.01","114.30","115.08","117.28","118.22","122.36","124.22","119.60","115.29","115.07","116.71","119.57","121.03","122.07","119.03","119.41","121.68","122.18","123.69","120.34","120.50"
"4.3.1.1. 수출물가지수(기본분류)","    음식료품","계약통화기준","2015=100","13.1","원자료","99.62","99.71","99.90","99.87","100.16","100.38","100.48","100.28","100.35","100.07","100.17","100.38","101.46","101.62","101.66","101.99","101.95","102.31","102.36","102.37","101.89","101.76","101.73","101.74","104.44","104.40","104.51","104.66","105.49","105.86","107.04","107.00","106.93","106.87","106.84","106.85"
"4.3.1.1. 수출물가지수(기본분류)","    음식료품","달러기준","2015=100","13.1","원자료","101.78","101.81","101.69","101.60","102.06","102.26","102.24","102.05","102.15","101.75","101.86","102.13","103.20","103.37","103.05","102.76","101.75","101.85","101.42","101.37","99.41","98.44","99.13","100.56","104.31","103.84","103.54","103.67","103.90","103.78","104.95","104.33","103.91","103.55","103.83","104.48"
"4.3.1.1. 수출물가지수(기본분류)","      식료품","원화기준","2015=100","10.9","원자료","100.96","102.30","103.94","102.77","103.68","103.74","105.81","107.09","108.05","108.76","108.92","109.33","111.28","111.89","113.59","114.26","116.35","117.17","119.31","120.26","123.97","125.59","121.09","117.08","116.90","118.44","121.27","122.78","123.89","120.78","121.45","123.60","124.02","125.46","122.13","122.45"
"4.3.1.1. 수출물가지수(기본분류)","      식료품","계약통화기준","2015=100","10.9","원자료","101.24","101.35","101.56","101.53","101.89","102.16","102.28","102.04","102.12","101.77","101.90","102.16","103.12","103.31","103.37","103.75","103.70","104.15","104.20","104.22","103.63","103.47","103.44","103.45","105.98","105.93","106.08","106.26","107.29","107.73","109.19","109.14","109.06","108.98","108.94","108.95"
"4.3.1.1. 수출물가지수(기본분류)","      식료품","달러기준","2015=100","10.9","원자료","103.98","104.03","103.88","103.77","104.34","104.59","104.56","104.33","104.44","103.94","104.08","104.41","105.35","105.55","105.16","104.81","103.57","103.69","103.16","103.12","100.70","99.50","100.35","102.11","105.96","105.37","105.00","105.15","105.45","105.30","106.74","105.98","105.46","105.01","105.37","106.16"
"4.3.1.1. 수출물가지수(기본분류)","        수산가공품","원화기준","2015=100","2.7","원자료","118.61","118.71","119.54","118.02","118.95","119.67","122.24","121.54","122.57","120.83","120.74","120.85","121.43","121.71","122.87","124.78","127.28","128.93","130.66","131.50","132.62","134.43","130.86","127.06","124.79","125.33","127.09","127.92","130.63","128.28","127.52","129.28","129.70","130.90","128.43","128.32"
"4.3.1.1. 수출물가지수(기본분류)","        수산가공품","계약통화기준","2015=100","2.7","원자료","118.84","117.54","116.57","116.32","116.83","117.85","118.04","115.69","115.79","113.08","113.08","113.09","112.73","112.62","112.62","114.21","114.54","115.95","115.95","115.99","113.58","113.58","113.44","113.27","113.68","112.99","112.68","112.64","114.80","114.63","114.52","114.49","114.39","114.39","114.39","114.39"
"4.3.1.1. 수출물가지수(기본분류)","        수산가공품","달러기준","2015=100","2.7","원자료","122.13","120.68","119.46","119.15","119.67","120.62","120.77","118.37","118.45","115.43","115.35","115.38","114.93","114.78","113.72","114.42","113.27","114.08","112.93","112.70","107.71","106.48","108.41","110.78","113.07","111.47","109.99","109.53","111.16","111.80","112.03","110.81","110.26","109.53","110.76","111.21"
"4.3.1.1. 수출물가지수(기본분류)","          수산물가공품","원화기준","2015=100","2.7","원자료","118.61","118.71","119.54","118.02","118.95","119.67","122.24","121.54","122.57","120.83","120.74","120.85","121.43","121.71","122.87","124.78","127.28","128.93","130.66","131.50","132.62","134.43","130.86","127.06","124.79","125.33","127.09","127.92","130.63","128.28","127.52","129.28","129.70","130.90","128.43","128.32"
"4.3.1.1. 수출물가지수(기본분류)","          수산물가공품","계약통화기준","2015=100","2.7","원자료","118.84","117.54","116.57","116.32","116.83","117.85","118.04","115.69","115.79","113.08","113.08","113.09","112.73","112.62","112.62","114.21","114.54","115.95","115.95","115.99","113.58","113.58","113.44","113.27","113.68","112.99","112.68","112.64","114.80","114.63","114.52","114.49","114.39","114.39","114.39","114.39"
"4.3.1.1. 수출물가지수(기본분류)","          수산물가공품","달러기준","2015=100","2.7","원자료","122.13","120.68","119.46","119.15","119.67","120.62","120.77","118.37","118.45","115.43","115.35","115.38","114.93","114.78","113.72","114.42","113.27","114.08","112.93","112.70","107.71","106.48","108.41","110.78","113.07","111.47","109.99","109.53","111.16","111.80","112.03","110.81","110.26","109.53","110.76","111.21"
"4.3.1.1. 수출물가지수(기본분류)","        제당및전분","원화기준","2015=100","1.1","원자료","88.40","93.45","99.36","98.64","101.22","101.42","104.26","108.71","110.21","114.51","115.79","118.51","122.52","126.14","129.32","130.97","133.09","135.78","139.91","141.17","148.34","149.18","142.52","136.31","133.16","137.10","144.03","148.52","157.53","160.82","167.61","171.00","171.56","173.14","167.38","166.76"
"4.3.1.1. 수출물가지수(기본분류)","        제당및전분","계약통화기준","2015=100","1.1","원자료","90.92","94.89","99.17","99.46","101.71","102.10","102.87","105.76","106.36","109.27","110.49","113.01","115.82","118.82","119.54","119.96","118.30","119.98","120.80","120.85","120.32","118.03","117.93","118.71","120.51","121.80","124.51","127.02","133.88","140.01","147.09","146.42","145.68","144.71","144.20","144.38"
"4.3.1.1. 수출물가지수(기본분류)","        제당및전분","달러기준","2015=100","1.1","원자료","90.92","94.89","99.17","99.46","101.71","102.10","102.87","105.76","106.36","109.27","110.49","113.01","115.82","118.82","119.54","119.96","118.30","119.98","120.80","120.85","120.32","118.03","117.93","118.71","120.51","121.80","124.51","127.02","133.88","140.01","147.09","146.42","145.68","144.71","144.20","144.38"
"4.3.1.1. 수출물가지수(기본분류)","          정제당","원화기준","2015=100","1.1","원자료","88.40","93.45","99.36","98.64","101.22","101.42","104.26","108.71","110.21","114.51","115.79","118.51","122.52","126.14","129.32","130.97","133.09","135.78","139.91","141.17","148.34","149.18","142.52","136.31","133.16","137.10","144.03","148.52","157.53","160.82","167.61","171.00","171.56","173.14","167.38","166.76"
"4.3.1.1. 수출물가지수(기본분류)","          정제당","계약통화기준","2015=100","1.1","원자료","90.92","94.89","99.17","99.46","101.71","102.10","102.87","105.76","106.36","109.27","110.49","113.01","115.82","118.82","119.54","119.96","118.30","119.98","120.80","120.85","120.32","118.03","117.93","118.71","120.51","121.80","124.51","127.02","133.88","140.01","147.09","146.42","145.68","144.71","144.20","144.38"
"4.3.1.1. 수출물가지수(기본분류)","          정제당","달러기준","2015=100","1.1","원자료","90.92","94.89","99.17","99.46","101.71","102.10","102.87","105.76","106.36","109.27","110.49","113.01","115.82","118.82","119.54","119.96","118.30","119.98","120.80","120.85","120.32","118.03","117.93","118.71","120.51","121.80","124.51","127.02","133.88","140.01","147.09","146.42","145.68","144.71","144.20","144.38"
"4.3.1.1. 수출물가지수(기본분류)","        떡,과자및면류","원화기준","2015=100","3.2","원자료","99.92","100.88","102.00","100.88","101.21","100.87","102.87","104.41","105.17","105.81","105.64","105.76","109.51","109.84","111.25","110.94","113.82","113.55","115.80","117.04","122.16","124.52","119.82","115.08","116.15","117.89","121.00","122.39","122.47","118.84","121.29","123.81","124.45","126.15","122.33","122.53"
"4.3.1.1. 수출물가지수(기본분류)","        떡,과자및면류","계약통화기준","2015=100","3.2","원자료","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","106.84","106.84","106.84","106.84","106.84","106.84","109.91","109.91","109.91","109.91","109.91","109.91"
"4.3.1.1. 수출물가지수(기본분류)","        떡,과자및면류","달러기준","2015=100","3.2","원자료","102.97","102.64","102.00","101.92","101.91","101.75","101.70","101.79","101.72","101.17","101.00","101.06","103.74","103.68","103.05","101.82","101.38","100.55","100.18","100.41","99.29","98.73","99.35","100.42","105.33","104.94","104.81","104.87","104.29","103.66","106.67","106.21","105.88","105.64","105.59","106.28"
"4.3.1.1. 수출물가지수(기본분류)","          면류","원화기준","2015=100","3.2","원자료","99.92","100.88","102.00","100.88","101.21","100.87","102.87","104.41","105.17","105.81","105.64","105.76","109.51","109.84","111.25","110.94","113.82","113.55","115.80","117.04","122.16","124.52","119.82","115.08","116.15","117.89","121.00","122.39","122.47","118.84","121.29","123.81","124.45","126.15","122.33","122.53"
"4.3.1.1. 수출물가지수(기본분류)","          면류","계약통화기준","2015=100","3.2","원자료","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","99.77","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","102.59","106.84","106.84","106.84","106.84","106.84","106.84","109.91","109.91","109.91","109.91","109.91","109.91"
"4.3.1.1. 수출물가지수(기본분류)","          면류","달러기준","2015=100","3.2","원자료","102.97","102.64","102.00","101.92","101.91","101.75","101.70","101.79","101.72","101.17","101.00","101.06","103.74","103.68","103.05","101.82","101.38","100.55","100.18","100.41","99.29","98.73","99.35","100.42","105.33","104.94","104.81","104.87","104.29","103.66","106.67","106.21","105.88","105.64","105.59","106.28"
"4.3.1.1. 수출물가지수(기본분류)","        기타식료품","원화기준","2015.12=100","3.9","원자료","95.60","96.96","98.29","97.16","98.07","97.98","99.61","101.03","101.97","103.25","103.49","103.67","104.65","105.12","107.06","107.58","108.84","109.66","111.59","112.33","115.78","116.89","112.43","109.27","109.95","111.44","113.90","115.31","114.71","110.23","109.14","111.00","111.20","112.57","109.58","110.46"
"4.3.1.1. 수출물가지수(기본분류)","        기타식료품","계약통화기준","2015.12=100","3.9","원자료","99.55","99.55","99.55","99.55","99.55","99.55","99.55","99.55","99.55","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22"
"4.3.1.1. 수출물가지수(기본분류)","        기타식료품","달러기준","2015.12=100","3.9","원자료","102.12","102.24","101.87","101.75","102.35","102.44","102.07","102.07","102.21","102.34","102.56","102.68","102.76","102.84","102.80","102.35","100.48","100.65","100.07","99.89","97.55","96.05","96.63","98.83","103.35","102.82","102.27","102.42","101.25","99.66","99.47","98.69","98.06","97.71","98.04","99.31"
"4.3.1.1. 수출물가지수(기본분류)","          인삼및건강보조식품","원화기준","2015.12=100","3.9","원자료","95.60","96.96","98.29","97.16","98.07","97.98","99.61","101.03","101.97","103.25","103.49","103.67","104.65","105.12","107.06","107.58","108.84","109.66","111.59","112.33","115.78","116.89","112.43","109.27","109.95","111.44","113.90","115.31","114.71","110.23","109.14","111.00","111.20","112.57","109.58","110.46"
"4.3.1.1. 수출물가지수(기본분류)","          인삼및건강보조식품","계약통화기준","2015.12=100","3.9","원자료","99.55","99.55","99.55","99.55","99.55","99.55","99.55","99.55","99.55","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","99.49","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22","102.22"
"4.3.1.1. 수출물가지수(기본분류)","          인삼및건강보조식품","달러기준","2015.12=100","3.9","원자료","102.12","102.24","101.87","101.75","102.35","102.44","102.07","102.07","102.21","102.34","102.56","102.68","102.76","102.84","102.80","102.35","100.48","100.65","100.07","99.89","97.55","96.05","96.63","98.83","103.35","102.82","102.27","102.42","101.25","99.66","99.47","98.69","98.06","97.71","98.04","99.31"
"4.3.1.1. 수출물가지수(기본분류)","      담배","원화기준","2015=100","2.2","원자료","91.36","92.54","94.15","93.19","93.51","93.34","95.23","96.59","97.35","98.46","98.47","98.54","101.19","101.56","103.48","104.43","107.62","108.25","110.80","111.73","117.93","120.90","115.60","109.85","109.48","111.54","114.62","115.87","116.58","113.83","112.90","115.73","116.69","118.56","115.02","114.46"
"4.3.1.1. 수출물가지수(기본분류)","      담배","계약통화기준","2015=100","2.2","원자료","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27"
"4.3.1.1. 수출물가지수(기본분류)","      담배","달러기준","2015=100","2.2","원자료","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27"
"4.3.1.1. 수출물가지수(기본분류)","        담배","원화기준","2015=100","2.2","원자료","91.36","92.54","94.15","93.19","93.51","93.34","95.23","96.59","97.35","98.46","98.47","98.54","101.19","101.56","103.48","104.43","107.62","108.25","110.80","111.73","117.93","120.90","115.60","109.85","109.48","111.54","114.62","115.87","116.58","113.83","112.90","115.73","116.69","118.56","115.02","114.46"
"4.3.1.1. 수출물가지수(기본분류)","        담배","계약통화기준","2015=100","2.2","원자료","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","94.15","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27"
